target_time,Direction,Lead_hours,Source_time,Speed,Total,dir_deg,dir_rad,u,v
2022-01-24 21:00:00+00:00,SW,1,1643050800,4.02336,2.777172222222222,225.0,3.9269908169872414,-2.8449451391547087,-2.844945139154708
2022-01-25 15:00:00+00:00,W,1,1643115600,12.96416,30.891283022222222,270.0,4.71238898038469,-2.3814775571451225e-15,-12.96416
2022-01-25 18:00:00+00:00,WSW,1,1643126400,12.96416,30.274489172222225,247.5,4.319689898685966,-4.961169246530199,-11.977322080201525
2022-01-25 21:00:00+00:00,WSW,1,1643137200,12.96416,32.66807187222222,247.5,4.319689898685966,-4.961169246530199,-11.977322080201525
2022-01-26 15:00:00+00:00,SW,1,1643202000,16.09344,31.98838905,225.0,3.9269908169872414,-11.379780556618835,-11.379780556618831
2022-01-26 18:00:00+00:00,WSW,1,1643212800,16.09344,28.720600622222225,247.5,4.319689898685966,-6.1586928577616264,-14.868399823698445
2022-01-26 21:00:00+00:00,WSW,1,1643223600,21.01088,9.685466038888888,247.5,4.319689898685966,-8.040515675411012,-19.411521992050748
2022-01-27 15:00:00+00:00,NNW,1,1643288400,12.07008,18.88536125,337.5,5.8904862254808625,11.151299867773833,-4.61901964332122
2022-01-27 18:00:00+00:00,WNW,1,1643299200,9.83488,4.148327738888889,292.5,5.105088062083414,3.7636456352987766,-9.086244336704603
2022-01-27 21:00:00+00:00,W,1,1643310000,4.91744,5.285205544444445,270.0,4.71238898038469,-9.03319073399874e-16,-4.91744
2022-01-28 15:00:00+00:00,SW,1,1643374800,16.98752,28.42276687222222,225.0,3.9269908169872414,-12.011990587542103,-12.0119905875421
2022-01-28 18:00:00+00:00,WSW,1,1643385600,17.8816,28.58633928333333,247.5,4.319689898685966,-6.842992064179584,-16.520444248553826
2022-01-28 21:00:00+00:00,WSW,1,1643396400,16.98752,29.940944333333334,247.5,4.319689898685966,-6.500842460970605,-15.694422036126136
2022-01-29 15:00:00+00:00,NW,1,1643461200,24.14016,15.854805961111111,315.0,5.497787143782138,17.069670834928242,-17.069670834928253
2022-01-29 18:00:00+00:00,NW,1,1643472000,21.01088,28.82479982222222,315.0,5.497787143782138,14.856935726696804,-14.856935726696811
2022-01-29 21:00:00+00:00,NNW,1,1643482800,16.98752,30.560527983333333,337.5,5.8904862254808625,15.694422036126136,-6.500842460970606
2022-01-30 15:00:00+00:00,SSE,1,1643547600,8.04672,26.942255550000002,157.5,2.748893571891069,-7.4341999118492215,3.0793464288808163
2022-01-30 18:00:00+00:00,SE,1,1643558400,12.07008,19.79544438888889,135.0,2.356194490192345,-8.534835417464123,8.534835417464125
2022-01-30 21:00:00+00:00,NW,1,1643569200,4.02336,25.016388499999998,315.0,5.497787143782138,2.8449451391547074,-2.8449451391547087
2022-01-31 15:00:00+00:00,WNW,1,1643634000,8.9408,22.92893338888889,292.5,5.105088062083414,3.4214960320897965,-8.260222124276911
2022-01-31 18:00:00+00:00,W,1,1643644800,11.176,19.706522577777775,270.0,4.71238898038469,-2.052997894090623e-15,-11.176
2022-01-31 21:00:00+00:00,SW,1,1643655600,12.07008,29.745944616666666,225.0,3.9269908169872414,-8.534835417464127,-8.534835417464123
2022-02-01 15:00:00+00:00,NW,1,1643720400,21.01088,26.096300394444444,315.0,5.497787143782138,14.856935726696804,-14.856935726696811
2022-02-01 18:00:00+00:00,NW,1,1643731200,17.8816,31.585982988888887,315.0,5.497787143782138,12.644200618465364,-12.644200618465371
2022-02-01 21:00:00+00:00,NW,1,1643742000,12.07008,24.830550100000004,315.0,5.497787143782138,8.534835417464121,-8.534835417464127
2022-02-02 15:00:00+00:00,WSW,1,1643806800,7.15264,16.20911127777778,247.5,4.319689898685966,-2.7371968256718335,-6.608177699421531
2022-02-02 18:00:00+00:00,WSW,1,1643817600,5.81152,13.242027716666666,247.5,4.319689898685966,-2.223972420858365,-5.369144380779994
2022-02-02 21:00:00+00:00,W,1,1643828400,4.91744,12.0922946,270.0,4.71238898038469,-9.03319073399874e-16,-4.91744
2022-02-03 15:00:00+00:00,SSW,1,1643893200,16.98752,34.23677191666667,202.5,3.5342917352885173,-15.694422036126136,-6.500842460970608
2022-02-03 18:00:00+00:00,WSW,1,1643904000,16.98752,33.64423308333333,247.5,4.319689898685966,-6.500842460970605,-15.694422036126136
2022-02-03 21:00:00+00:00,W,1,1643914800,13.85824,33.24697227222222,270.0,4.71238898038469,-2.5457173886723723e-15,-13.85824
2022-02-04 15:00:00+00:00,W,1,1643979600,13.85824,33.42708937222222,270.0,4.71238898038469,-2.5457173886723723e-15,-13.85824
2022-02-04 18:00:00+00:00,WNW,1,1643990400,11.176,30.01636063888889,292.5,5.105088062083414,4.276870040112246,-10.32527765534614
2022-02-04 21:00:00+00:00,WNW,1,1644001200,8.9408,32.282894266666666,292.5,5.105088062083414,3.4214960320897965,-8.260222124276911
2022-02-05 15:00:00+00:00,W,1,1644066000,16.09344,33.03808319444445,270.0,4.71238898038469,-2.956316967490497e-15,-16.09344
2022-02-05 18:00:00+00:00,W,1,1644076800,19.22272,34.13408305555556,270.0,4.71238898038469,-3.531156377835871e-15,-19.22272
2022-02-05 21:00:00+00:00,W,1,1644087600,13.85824,34.69921717647059,270.0,4.71238898038469,-2.5457173886723723e-15,-13.85824
2022-02-06 15:00:00+00:00,NW,1,1644152400,12.07008,34.71184381666667,315.0,5.497787143782138,8.534835417464121,-8.534835417464127
2022-02-06 18:00:00+00:00,NNW,1,1644163200,12.07008,31.98357166666667,337.5,5.8904862254808625,11.151299867773833,-4.61901964332122
2022-02-06 21:00:00+00:00,NW,1,1644174000,12.96416,33.395027133333336,315.0,5.497787143782138,9.16704544838739,-9.167045448387395
2022-02-07 15:00:00+00:00,SSW,1,1644238800,12.96416,32.67556041111111,202.5,3.5342917352885173,-11.977322080201525,-4.961169246530201
2022-02-07 18:00:00+00:00,W,1,1644249600,12.96416,34.23201629213483,270.0,4.71238898038469,-2.3814775571451225e-15,-12.96416
2022-02-07 21:00:00+00:00,W,1,1644260400,19.22272,34.62200551666667,270.0,4.71238898038469,-3.531156377835871e-15,-19.22272
2022-02-08 15:00:00+00:00,WSW,1,1644325200,13.85824,33.15656062777778,247.5,4.319689898685966,-5.303318849739178,-12.803344292629216
2022-02-08 18:00:00+00:00,WSW,1,1644336000,16.98752,33.409394294444446,247.5,4.319689898685966,-6.500842460970605,-15.694422036126136
2022-02-08 21:00:00+00:00,W,1,1644346800,17.8816,34.54219952222223,270.0,4.71238898038469,-3.2847966305449963e-15,-17.8816
2022-02-09 15:00:00+00:00,W,1,1644411600,19.22272,32.27465751666667,270.0,4.71238898038469,-3.531156377835871e-15,-19.22272
2022-02-09 18:00:00+00:00,WSW,1,1644422400,16.98752,30.7818054,247.5,4.319689898685966,-6.500842460970605,-15.694422036126136
2022-02-09 21:00:00+00:00,WSW,1,1644433200,15.19936,33.38481594444445,247.5,4.319689898685966,-5.816543254552647,-14.042377611270753
2022-02-10 15:00:00+00:00,N,1,1644498000,15.19936,26.48918656111111,0.0,0.0,15.19936,0.0
2022-02-10 18:00:00+00:00,N,1,1644508800,11.176,19.648294611111112,0.0,0.0,11.176,0.0
2022-02-10 21:00:00+00:00,NNW,1,1644519600,11.176,15.503627744444445,337.5,5.8904862254808625,10.325277655346142,-4.276870040112241
2022-02-11 15:00:00+00:00,SW,1,1644584400,7.15264,26.800794466666666,225.0,3.9269908169872414,-5.057680247386148,-5.057680247386147
2022-02-11 18:00:00+00:00,S,1,1644595200,8.9408,29.574583144444446,180.0,3.141592653589793,-8.9408,1.0949322101816654e-15
2022-02-11 21:00:00+00:00,S,1,1644606000,11.176,33.62094889385475,180.0,3.141592653589793,-11.176,1.368665262727082e-15
2022-02-12 15:00:00+00:00,SSW,1,1644670800,9.83488,26.999983266666668,202.5,3.5342917352885173,-9.086244336704604,-3.763645635298773
2022-02-12 18:00:00+00:00,SW,1,1644681600,11.176,25.80199976666667,225.0,3.9269908169872414,-7.902625386540857,-7.902625386540855
2022-02-12 21:00:00+00:00,SW,1,1644692400,13.85824,28.315194638888887,225.0,3.9269908169872414,-9.799255479310663,-9.79925547931066
2022-02-13 15:00:00+00:00,SW,1,1644757200,4.91744,2.5356444444444444,225.0,3.9269908169872414,-3.4771551700779773,-3.477155170077976
2022-02-13 18:00:00+00:00,NE,1,1644768000,1.78816,3.649077788888889,45.0,0.7853981633974483,1.2644200618465369,1.2644200618465367
2022-02-13 21:00:00+00:00,NE,1,1644778800,4.91744,5.301161122222222,45.0,0.7853981633974483,3.4771551700779764,3.477155170077976
2022-02-14 15:00:00+00:00,NNE,1,1644843600,12.07008,23.510078505555555,22.5,0.39269908169872414,11.151299867773833,4.619019643321224
2022-02-14 18:00:00+00:00,NNE,1,1644854400,8.04672,22.683001,22.5,0.39269908169872414,7.4341999118492215,3.0793464288808154
2022-02-14 21:00:00+00:00,N,1,1644865200,5.81152,22.683001,0.0,0.0,5.81152,0.0
2022-02-15 15:00:00+00:00,W,1,1644930000,13.85824,32.29580458888889,270.0,4.71238898038469,-2.5457173886723723e-15,-13.85824
2022-02-15 18:00:00+00:00,W,1,1644940800,16.09344,31.759344,270.0,4.71238898038469,-2.956316967490497e-15,-16.09344
2022-02-15 21:00:00+00:00,W,1,1644951600,12.07008,20.62313343888889,270.0,4.71238898038469,-2.2172377256178727e-15,-12.07008
2022-02-16 15:00:00+00:00,SSE,1,1645016400,3.12928,3.1884777833333335,157.5,2.748893571891069,-2.8910777434969193,1.1975236112314285
2022-02-16 18:00:00+00:00,NNE,1,1645027200,4.91744,2.923799988888889,22.5,0.39269908169872414,4.543122168352302,1.8818228176493872
2022-02-16 21:00:00+00:00,NW,1,1645038000,9.83488,14.351399977777778,315.0,5.497787143782138,6.954310340155951,-6.9543103401559545
2022-02-17 15:00:00+00:00,WSW,1,1645102800,9.83488,33.32015981111111,247.5,4.319689898685966,-3.7636456352987713,-9.086244336704604
2022-02-17 18:00:00+00:00,W,1,1645113600,12.07008,32.412260938888885,270.0,4.71238898038469,-2.2172377256178727e-15,-12.07008
2022-02-17 21:00:00+00:00,W,1,1645124400,12.96416,30.700999605555555,270.0,4.71238898038469,-2.3814775571451225e-15,-12.96416
2022-02-18 15:00:00+00:00,ENE,1,1645189200,4.02336,3.8680055833333333,67.5,1.1780972450961724,1.539673214440408,3.7170999559246107
2022-02-18 18:00:00+00:00,NW,1,1645200000,5.81152,14.278439044444445,315.0,5.497787143782138,4.109365201001244,-4.109365201001245
2022-02-18 21:00:00+00:00,WNW,1,1645210800,4.91744,13.001544566666666,292.5,5.105088062083414,1.8818228176493883,-4.543122168352301
2022-02-19 15:00:00+00:00,NW,1,1645275600,4.02336,6.169844438888889,315.0,5.497787143782138,2.8449451391547074,-2.8449451391547087
2022-02-19 18:00:00+00:00,SSW,1,1645286400,3.12928,16.991633438888886,202.5,3.5342917352885173,-2.8910777434969197,-1.1975236112314278
2022-02-19 21:00:00+00:00,S,1,1645297200,7.15264,33.13834915,180.0,3.141592653589793,-7.15264,8.759457681453324e-16
2022-02-20 15:00:00+00:00,W,1,1645362000,13.85824,35.49262155,270.0,4.71238898038469,-2.5457173886723723e-15,-13.85824
2022-02-20 18:00:00+00:00,W,1,1645372800,13.85824,33.39264406666667,270.0,4.71238898038469,-2.5457173886723723e-15,-13.85824
2022-02-20 21:00:00+00:00,WSW,1,1645383600,12.96416,25.713655583333335,247.5,4.319689898685966,-4.961169246530199,-11.977322080201525
2022-02-21 15:00:00+00:00,N,1,1645448400,12.07008,16.378538938888887,0.0,0.0,12.07008,0.0
2022-02-21 18:00:00+00:00,N,1,1645459200,5.81152,3.718133322222222,0.0,0.0,5.81152,0.0
2022-02-21 21:00:00+00:00,SSE,1,1645470000,1.78816,13.275077794444446,157.5,2.748893571891069,-1.6520444248553825,0.6842992064179592
2022-02-22 21:00:00+00:00,WSW,1,1645556400,15.19936,33.61271093888889,247.5,4.319689898685966,-5.816543254552647,-14.042377611270753
2022-02-23 15:00:00+00:00,WSW,1,1645621200,16.09344,26.678461427777776,247.5,4.319689898685966,-6.1586928577616264,-14.868399823698445
2022-02-23 18:00:00+00:00,WSW,1,1645632000,16.09344,28.13503857222222,247.5,4.319689898685966,-6.1586928577616264,-14.868399823698445
2022-02-23 21:00:00+00:00,SW,1,1645642800,17.8816,30.348544944444445,225.0,3.9269908169872414,-12.644200618465371,-12.644200618465366
2022-02-24 15:00:00+00:00,WSW,1,1645707600,12.96416,28.034222494444446,247.5,4.319689898685966,-4.961169246530199,-11.977322080201525
2022-02-24 18:00:00+00:00,W,1,1645718400,13.85824,18.32216692777778,270.0,4.71238898038469,-2.5457173886723723e-15,-13.85824
2022-02-24 21:00:00+00:00,NNW,1,1645729200,8.04672,22.747211311111112,337.5,5.8904862254808625,7.434199911849222,-3.0793464288808137
2022-02-25 15:00:00+00:00,S,1,1645794000,5.81152,22.104472355555558,180.0,3.141592653589793,-5.81152,7.117059366180826e-16
2022-02-25 18:00:00+00:00,S,1,1645804800,9.83488,29.710033388888892,180.0,3.141592653589793,-9.83488,1.2044254311998322e-15
2022-02-25 21:00:00+00:00,S,1,1645815600,12.96416,30.529005894444445,180.0,3.141592653589793,-12.96416,1.587651704763415e-15
2022-02-26 15:00:00+00:00,S,1,1645880400,13.85824,25.93453923888889,180.0,3.141592653589793,-13.85824,1.6971449257815816e-15
2022-02-26 18:00:00+00:00,S,1,1645891200,12.07008,25.935966705555554,180.0,3.141592653589793,-12.07008,1.4781584837452485e-15
2022-02-26 21:00:00+00:00,S,1,1645902000,11.176,28.067503011299433,180.0,3.141592653589793,-11.176,1.368665262727082e-15
2022-02-27 15:00:00+00:00,SSE,1,1645966800,12.07008,29.225489216666666,157.5,2.748893571891069,-11.151299867773833,4.6190196433212245
2022-02-27 18:00:00+00:00,SSE,1,1645977600,13.85824,29.044661433333335,157.5,2.748893571891069,-12.803344292629214,5.303318849739184
2022-02-27 21:00:00+00:00,SSE,1,1645988400,15.19936,29.00935602824859,157.5,2.748893571891069,-14.042377611270751,5.816543254552653
2022-02-28 15:00:00+00:00,SW,1,1646053200,11.176,24.849272627777776,225.0,3.9269908169872414,-7.902625386540857,-7.902625386540855
2022-02-28 18:00:00+00:00,WSW,1,1646064000,11.176,28.02785582777778,247.5,4.319689898685966,-4.27687004011224,-10.325277655346142
2022-02-28 21:00:00+00:00,WSW,1,1646074800,13.85824,30.409411227777777,247.5,4.319689898685966,-5.303318849739178,-12.803344292629216
2022-03-01 15:00:00+00:00,W,1,1646139600,12.96416,22.641142261111113,270.0,4.71238898038469,-2.3814775571451225e-15,-12.96416
2022-03-01 18:00:00+00:00,WSW,1,1646150400,9.83488,17.30959468888889,247.5,4.319689898685966,-3.7636456352987713,-9.086244336704604
2022-03-01 21:00:00+00:00,SW,1,1646161200,7.15264,10.800936746031747,225.0,3.9269908169872414,-5.057680247386148,-5.057680247386147
2022-03-02 15:00:00+00:00,SSE,1,1646226000,12.07008,31.022372733333334,157.5,2.748893571891069,-11.151299867773833,4.6190196433212245
2022-03-02 18:00:00+00:00,SE,1,1646236800,15.19936,30.60405072222222,135.0,2.356194490192345,-10.747570525695563,10.747570525695563
2022-03-02 21:00:00+00:00,SE,1,1646247600,13.85824,31.605206111111112,135.0,2.356194490192345,-9.79925547931066,9.799255479310661
2022-03-03 15:00:00+00:00,SSE,1,1646312400,13.85824,29.808161527777777,157.5,2.748893571891069,-12.803344292629214,5.303318849739184
2022-03-03 18:00:00+00:00,S,1,1646323200,9.83488,15.236122405555557,180.0,3.141592653589793,-9.83488,1.2044254311998322e-15
2022-03-03 21:00:00+00:00,W,1,1646334000,8.04672,5.006288894444444,270.0,4.71238898038469,-1.4781584837452485e-15,-8.04672
2022-03-04 15:00:00+00:00,NW,1,1646398800,8.04672,10.206544433333335,315.0,5.497787143782138,5.689890278309415,-5.689890278309417
2022-03-04 18:00:00+00:00,NW,1,1646409600,8.04672,8.9213,315.0,5.497787143782138,5.689890278309415,-5.689890278309417
2022-03-04 21:00:00+00:00,NW,1,1646420400,8.04672,10.414766755555556,315.0,5.497787143782138,5.689890278309415,-5.689890278309417
2022-03-05 15:00:00+00:00,NW,1,1646485200,4.02336,7.155544377777778,315.0,5.497787143782138,2.8449451391547074,-2.8449451391547087
2022-03-05 18:00:00+00:00,NW,1,1646496000,4.02336,4.576205533333333,315.0,5.497787143782138,2.8449451391547074,-2.8449451391547087
2022-03-05 21:00:00+00:00,WNW,1,1646506800,3.12928,2.5638055555555557,292.5,5.105088062083414,1.197523611231429,-2.8910777434969193
2022-03-06 15:00:00+00:00,SSW,1,1646571600,5.81152,8.298533322222223,202.5,3.5342917352885173,-5.369144380779994,-2.2239724208583658
2022-03-06 18:00:00+00:00,SSW,1,1646582400,4.02336,6.095616611111112,202.5,3.5342917352885173,-3.717099955924611,-1.5396732144404073
2022-03-06 21:00:00+00:00,SW,1,1646593200,7.15264,4.339655555555556,225.0,3.9269908169872414,-5.057680247386148,-5.057680247386147
2022-03-07 15:00:00+00:00,SE,1,1646658000,5.81152,5.128161088888889,135.0,2.356194490192345,-4.1093652010012445,4.1093652010012445
2022-03-07 18:00:00+00:00,SE,1,1646668800,8.04672,17.077044561111112,135.0,2.356194490192345,-5.689890278309416,5.6898902783094165
2022-03-07 21:00:00+00:00,SSE,1,1646679600,9.83488,32.456127966666664,157.5,2.748893571891069,-9.086244336704604,3.7636456352987753
2022-03-08 15:00:00+00:00,SSE,1,1646744400,17.8816,27.095772550000003,157.5,2.748893571891069,-16.520444248553822,6.842992064179591
2022-03-08 18:00:00+00:00,SSE,1,1646755200,16.09344,27.34969869273743,157.5,2.748893571891069,-14.868399823698443,6.158692857761633
2022-03-08 21:00:00+00:00,SSE,1,1646766000,17.8816,29.181983405555556,157.5,2.748893571891069,-16.520444248553822,6.842992064179591
2022-03-09 15:00:00+00:00,SW,1,1646830800,12.07008,11.503505544444446,225.0,3.9269908169872414,-8.534835417464127,-8.534835417464123
2022-03-09 18:00:00+00:00,SSW,1,1646841600,8.04672,8.495927777777778,202.5,3.5342917352885173,-7.434199911849222,-3.0793464288808146
2022-03-09 21:00:00+00:00,SSW,1,1646852400,5.81152,5.7895054777777775,202.5,3.5342917352885173,-5.369144380779994,-2.2239724208583658
2022-03-10 15:00:00+00:00,SSE,1,1646917200,12.07008,30.577622694444447,157.5,2.748893571891069,-11.151299867773833,4.6190196433212245
2022-03-10 18:00:00+00:00,SSE,1,1646928000,12.07008,29.90033917222222,157.5,2.748893571891069,-11.151299867773833,4.6190196433212245
2022-03-10 21:00:00+00:00,S,1,1646938800,9.83488,30.011594572222222,180.0,3.141592653589793,-9.83488,1.2044254311998322e-15
